北京	国网北京市电力公司
清远	连南瑶族自治县金达燃气有限公司
清远	连州市天平燃气有限公司
清远	清远普华能源钢瓶检测有限公司
清远	清远蛇口普华能源有限公司
清远	清远石角中燃百江普华能源有限公司
清远	清远市清新区中燃百江普华能源有限公司
清远	清远源潭普华能源有限公司
东莞	东莞新奥燃气有限公司
中山	中山东凤华润燃气有限公司
中山	中山东升华润燃气有限公司
中山	中山华润燃气有限公司
中山	中山华润燃气有限公司南部分公司
中山	中山港华燃气有限公司
揭阳	中海油（揭阳）城市燃气销售有限公司
揭阳	揭阳中燃城市燃气发展有限公司
云浮	新兴中燃城市燃气发展有限公司
云浮	云浮中燃城市燃气发展有限公司
云浮	罗定新奥燃气有限公司
云浮	云浮新奥燃气有限公司
南宁	南宁华润燃气有限公司
南宁	南宁神州燃气有限公司
南宁	宾阳润桂燃气发展有限公司
南宁	南宁中燃
南宁	马山奥德燃气有限公司
柳州	广西鹿寨天伦燃气
柳州	柳州东城燃气发展有限公司
柳州	柳州中燃城市燃气发展有限公司
柳州	柳州中燃
柳州	广西中油能源有限公司柳州分公司
桂林	阳朔新奥燃气有限公司
桂林	桂林新奥燃气有限公司灵川分公司
桂林	桂林新奥燃气有限公司
梧州	梧州深燃天然气有限公司
梧州	梧州中燃
梧州	岑溪市恒兴天然气有限公司
北海	北海市管道燃气有限公司
北海	广西北部湾新奥燃气发展有限公司
防城港	防城港中燃
防城港	防城港中燃城市燃气发展有限公司
防城港	广西中油能源有限公司
钦州	钦州中燃
钦州	钦州中油燃气有限公司
钦州	钦州中燃城市燃气发展有限公司
贵港	贵港中燃
贵港	广西桂平帝恒管道燃气投资有限公司
贵港	贵港新奥燃气有限公司
玉林	玉林中燃
玉林	陆川中燃城市燃气发展有限公司
玉林	博白中燃城市燃气发展有限公司
玉林	玉林中燃城市燃气发展有限公司
百色	百色中燃
百色	那坡中燃城市燃气发展有限公司
百色	百色中燃城市燃气发展有限公司
百色	隆林奥德燃气有限公司
百色	靖西奥德燃气有限公司
贺州	贺州华润燃气有限公司
贺州	钟山港华燃气有限公司
河池	广西都安国立燃气有限公司
河池	都安国立燃气有限公司地苏分公司
河池	都安国立燃气有限公司澄江分公司
河池	都安国立燃气有限公司高岭分公司
河池	河池中燃
河池	河池中燃城市燃气发展有限公司
河池	广西罗城中燃城市燃气发展有限公司
河池	大化中燃城市燃气发展有限公司
来宾	来宾中燃
来宾	来宾中燃城市燃气发展有限公司
崇左	崇左中燃
崇左	天等中燃城市燃气发展有限公司
崇左	大新奥德能源有限公司
崇左	崇左中燃城市燃气发展有限公司
海口	中海油（海南）燃气有限公司
海口	海南民生管道燃气有限公司
海口	海南中燃能源发展有限公司
儋州	中海油（海南）燃气有限公司
儋州	海南中石油昆仑港华燃气有限公司儋州分公司
成都	四川环宇通达能源开发有限责任公司
成都	四川省明圣天然气有限责任公司
成都	四川省金堂县天伦燃气有限公司
成都	四川空港燃气有限公司
成都	四川联发天然气有限责任公司
成都	崇州市东部天然气有限公司（秦川）
成都	崇州市天然气有限公司
成都	川港燃气有限责任公司成都分公司
成都	彭州华润燃气有限公司
成都	彭州川港燃气
成都	成都世纪源通燃气有限责任公司
成都	成都东景燃气有限责任公司
成都	成都东部新区华油天然气有限公司
成都	成都中能能源开发有限公司
成都	成都台商投资区天然气开发有限公司
成都	成都天府新区中天洋燃气有限公司
成都	成都天府新区华天兴能燃气公司
成都	成都市双流区兴能天然气有限责任公司
成都	成都市温江区兴能燃气
成都	成都成天天然气有限公司
成都	成都成燃凯能燃气有限公司
成都	成都成燃华新燃气有限公司
成都	成都成燃唐昌燃气有限公司
成都	成都成燃大丰燃气有限公司
成都	成都成燃威达燃气有限公司
成都	成都成燃新创燃气有限公司
成都	成都成燃新安燃气有限公司
成都	成都成燃新繁燃气有限公司
成都	成都燃气集团股份有限公司
成都	成都简州新城华港燃气有限责任公司
成都	成都荣和天然气有限责任公司
成都	新津川港燃气有限公司
成都	蒲江县成佳天然气开发有限责任公司
成都	邛崃市天然气有限公司
成都	郫都区兴能天然气公司
成都	都江堰市集能燃气有限公司
成都	青白江区博能燃气
成都	龙泉驿华油兴能天然气
成都	成都新都港华燃气有限公司
成都	大邑港华燃气有限公司
成都	新津港华燃气有限公司
成都	简阳港华燃气有限公司
成都	四川能投中燃燃气发展有限公司
自贡	四川洪鑫燃气集团有限公司
自贡	四川省汇升燃气投资有限公司富顺分公司
自贡	富顺县天然气有限责任公司
自贡	川港燃气自贡分公司
自贡	自贡市东部燃气有限责任公司
自贡	自贡市众利天然气有限责任公司
自贡	自贡市华鑫燃气有限责任公司
自贡	自贡市回龙天然气销售有限公司
自贡	自贡市庆林燃气有限公司
自贡	自贡市燃气有限责任公司
自贡	自贡市通航燃气有限责任公司
自贡	自贡西部燃气有限责任公司
自贡	荣县鼎新天然气有限公司
攀枝花	攀枝花华润燃气有限公司
攀枝花	攀枝花富临燃气有限公司
攀枝花	攀枝花川港燃气有限公司
泸州	创发管道天然气站
泸州	叙永县汇升燃气有限公司
泸州	古蔺县巨能天然气有限公司
泸州	四川鑫华瑞能源有限公司
泸州	四川陆升天然气有限公司
泸州	泸县华油天然气有限公司
泸州	泸州华润兴泸燃气有限公司
泸州	泸州川油天然气有限公司
泸州	泸州纳溪兴燃燃气有限公司
泸州	自贡市回龙天然气销售有限公司
德阳	什邡华润燃气有限公司
德阳	广汉中天洋燃气有限公司
德阳	广汉市城市燃气有限公司
德阳	广汉深燃天然气有限公司
德阳	德阳华润燃气有限公司
德阳	德阳市华能燃气有限责任公司
德阳	德阳市旌能天然气有限公司
德阳	罗江兴能燃气
德阳	中江港华燃气有限公司
德阳	绵竹港华燃气有限公司
德阳	绵竹玉泉港华燃气有限公司
绵阳	四川天新燃气
绵阳	绵阳中恺天然气有限公司
绵阳	绵阳兴绵燃气有限责任公司
绵阳	绵阳港华（三台）燃气有限公司
绵阳	绵阳河清港华燃气有限公司
广元	广元市天然气剑阁分公司
广元	广元市天然气旺苍分公司
广元	广元市天然气昭化分公司
广元	广元市天然气有限责任公司
广元	广元市天然气朝天分公司
广元	广元市天然气经开区分公司
广元	广元市天然气青川分公司
遂宁	中石油大英燃气有限责任公司
遂宁	华润万通燃气公司安居分公司
遂宁	四川华润万通燃气股份有限公司
遂宁	四川宏源燃气股份有限公司物联网表
遂宁	四川宏源燃气股份有限公司（普表）
遂宁	四川省龙祥燃气有限公司
遂宁	射洪县力源燃气有限责任公司
遂宁	川港燃气遂宁分公司
遂宁	蓬溪县全通天然气有限公司
遂宁	遂宁兴港燃气有限责任公司
遂宁	遂宁市明龙天然气有限公司
遂宁	蓬溪港华燃气有限公司
内江	内江华润燃气有限公司
内江	内江沱江华润燃气有限公司
内江	四川内江盛云天然气开发有限公司
内江	四川威东能源开发有限责任公司
内江	四川省汇升燃气投资有限公司富顺分公司
内江	威远旭东燃气
内江	川港燃气自贡分公司
内江	资中华润燃气有限公司
内江	资中县旅投能源发展有限公司
内江	资中聚银天然气
内江	隆昌华润燃气有限公司
内江	威远港华燃气有限公司
乐山	乐山峨沙天然气
乐山	乐山电力-燃气费
乐山	四川乐华燃气有限责任公司
乐山	新顺通天然气沐川燃气公司
乐山	夹江港华燃气有限公司
南充	中油南充燃气有限责任公司
南充	南充嘉能天然气有限责任公司
南充	南充瑞博天然气有限公司西充管理站
南充	南充经开燃气公司
南充	南部县万达天然气永庆天然气管理站
南充	南部县万达天然气流马管理站
南充	南部县天然气有限责任公司
南充	四川省宏盛燃气小元供气站
南充	四川省宏盛燃气有限公司兴盛供气站
南充	四川省宏盛燃气有限公司永红供气站
南充	四川省宏盛燃气有限公司老鸦供气站
南充	四川省宏盛燃气花罐供气站
南充	四川省远宏利民天然气有限公司
南充	四川省阆中市柏垭天然气管理站
眉山	四川省丹棱县天然气有限责任公司
眉山	四川省洪雅县天然气有限公司
眉山	四川省眉山天然气有限责任公司
眉山	眉山华润燃气有限公司
眉山	眉山市兴能天然气有限公司
眉山	眉山市诺舟天然气有限责任公司
眉山	眉山青神华龙天然气有限责任公司
眉山	眉山市彭山港华燃气有限公司
宜宾	宜宾中气天然气有限责任公司
宜宾	宜宾华润燃气有限公司
宜宾	宜宾南溪明安天然气有限责任公司
宜宾	宜宾天康燃气有限公司
宜宾	宜宾天然气发展有限公司
宜宾	泸州川油天然气有限公司
宜宾	筠连县三鼎天然气有限责任公司
宜宾	长宁县三鼎天然气有限责任公司
宜宾	高县三鼎天然气有限责任公司
广安	华蓥市天然气有限责任公司
广安	岳池港华燃气有限公司
广安	邻水县渝邻燃气有限责任公司
达州	万源华润燃气有限公司
达州	万源市佳通天然气有限公司白沙经营
达州	万源市佳通天然气有限公司石塘经营
达州	万源市佳通天然气有限公司罗文经营
达州	万源市佳通天然气有限公司青花经营
达州	中石油达州天燃气
达州	大竹华润燃气有限公司
达州	大竹天康燃气有限公司
达州	宣汉县佳通天然气有限公司
达州	开江华润燃气有限公司
达州	开江县莉丰天然气有限责任公司
达州	渠县华润燃气有限责任公司
达州	渠县天康燃气有限公司
达州	达州华润燃气有限公司
达州	达州市恒贯燃气有限公司双河供气站
达州	达州市罗江燃气发展有限责任公司
达州	达州深燃天然气销售有限公司
雅安	雅安大兴天然气有限责任公司
雅安	雅安市环宇天然气有限公司
雅安	雅安市鑫能天然气有限公司
巴中	巴中东燃天然气有限公司
巴中	巴中市兴圣天然气有限责任公司
巴中	巴中欣恒天然气有限责任公司
巴中	平昌县正道燃气有限公司
巴中	通江华润燃气有限公司
巴中	平昌港华燃气有限公司
资阳	安岳华润燃气有限公司
资阳	资阳港华燃气有限公司
资阳	乐至港华燃气有限公司
贵阳	贵州燃气集团股份有限公司
贵阳	清镇华润燃气有限公司
贵阳	百江西南燃气有限公司
六盘水	贵州燃气集团股份有限公司
遵义	贵州燃气集团股份有限公司
遵义	余庆县神州燃气有限公司
遵义	务川自治县新兴燃气有限公司
遵义	赤水川港燃气有限公司
遵义	赤水市华燊燃气有限公司
遵义	遵义百江燃气有限公司
安顺	贵州燃气集团股份有限公司
安顺	贵州神州燃气有限公司
安顺	贵州莲花天然气有限公司
毕节	贵州燃气集团股份有限公司
昆明	安宁蓝焰燃气有限公司
昆明	宜良华润燃气有限公司
昆明	寻甸华润燃气有限公司
昆明	昆明东川华润燃气有限公司
昆明	昆明煤气安宁分公司
昆明	昆明煤气海口分公司
昆明	昆明煤气（集团）控股有限公司
昆明	晋宁华润燃气有限公司
昆明	石林深燃巨鹏天然气有限公司
昆明	禄劝华润燃气有限公司
昆明	五华中燃城市燃气发展有限公司
昆明	云南百江燃气有限公司
昆明	云南昆煤中燃能源发展有限公司
昆明	云南中燃微管网能源有限公司
昆明	云南中石油昆仑燃气有限公司昆明分公司
昆明	嵩明中石油昆仑燃气有限公司
昆明	安宁中石油昆仑燃气有限公司
曲靖	会泽县大通天然气有限公司
玉溪	玉溪深燃巨鹏天然气有限公司
玉溪	云南百江燃气有限公司玉溪分公司
玉溪	玉溪中石油昆仑燃气有限公司
保山	保山能海车用天然气有限公司
保山	保山中燃城市燃气发展有限公司
保山	腾冲中石油昆仑燃气有限公司
保山	保山中石油昆仑燃气有限公司
丽江	云南百江燃气有限公司丽江分公司
丽江	丽江中石油昆仑燃气有限公司
普洱	普洱宁洱华润燃气有限公司
临沧	临沧深燃巨鹏天然气有限公司
临沧	云县华硕天然气有限公司
临沧	云县华硕巨鹏天然气有限公司
临沧	凤庆华硕天然气有限公司
拉萨	拉萨市暖心燃气热力有限责任公司
铜川	铜川市天然气有限公司
宝鸡	宝鸡中燃
宝鸡	宝鸡中燃蔡家坡燃气发展有限公司
宝鸡	宝鸡中燃陈仓燃气发展有限公司
宝鸡	宝鸡中燃城市燃气发展有限公司
咸阳	乾县宏远天然气有限公司
咸阳	咸阳市天然气有限公司
咸阳	淳化宏远天燃气
咸阳	礼泉宏远天然气有限公司
咸阳	陕西城市燃气限公司秦汉新城分公司
咸阳	三原延长中燃能源发展有限公司
咸阳	武功县中燃能源发展有限公司
咸阳	咸阳中燃百江能源有限公司
咸阳	三原中石油昆仑华通燃气有限公司
渭南	华阴市瑞寰天然气有限公司
渭南	潼关县新能源天然气有限责任公司
渭南	蒲城县中天洋天然气有限责任公司
渭南	大荔县中燃能源发展有限公司
渭南	合阳县中燃能源发展有限公司
渭南	渭南中燃城市燃气发展有限公司
延安	黄陵县天然气有限责任公司
延安	延安燃气有限责任公司
延安	富县延长中燃能源发展有限公司
榆林	佳县宏远天然气有限责任公司
榆林	吴堡县长兴天然气
榆林	米脂县长兴天然气有限责任公司
安康	安康市逸华天然气有限公司
兰州	甘肃昆仑燃气有限公司
兰州	鑫源天然气
兰州	甘肃中燃百江能源有限公司
兰州	兰州市中燃朝日能源有限公司
金昌	金昌中石油昆仑燃气有限公司
白银	白银市天然气有限公司
白银	靖远县金地燃气
白银	白银中石油昆仑燃气有限公司
天水	天水盛鑫天然气有限公司
天水	张家川回族自治县中源燃气有限责任
天水	清水县国梦能源投资公司
天水	甘肃瑞寰昊川燃气有限公司
天水	秦安县天然气有限公司
武威	武威新凯腾燃气公司
张掖	山丹丰聚能源科技有限公司
张掖	高台华燊燃气有限公司
平凉	崇信聚能燃气开发有限公司
平凉	平凉利通天然气有限公司
平凉	华亭中燃城市燃气发展有限公司
酒泉	敦煌市天然气有限责任公司
庆阳	庆阳鸿燃天然气有限公司
陇南	西和县成昌天然气有限责任公司
西宁	西宁华润燃气有限公司
海东	海东华润燃气有限公司
海东	海东平安华润燃气有限公司
银川	宁夏哈纳斯燃气集团有限公司
银川	银川金坤燃气
固原	经纬新能源
中卫	宁夏深中天然气开发有限公司
克拉玛依	新疆天北能源有限责任公司
哈密	哈密洪通燃气有限公司

